q0,deltaQ0,wMu,firstmoment,secondmoment,thirdmoment,skewness
0.28500000000000003,0.006250000000000001,0.2289795918367347,0.292007,0.0854,0.025018,1.546928
0.28500000000000003,0.006250000000000001,0.23489795918367348,0.292366,0.0856,0.025119,1.606292
0.28500000000000003,0.006250000000000001,0.24081632653061225,0.292733,0.0858,0.025223,1.6615
0.28500000000000003,0.006250000000000001,0.24673469387755104,0.293108,0.0861,0.025329,1.712577
0.28500000000000003,0.006250000000000001,0.25265306122448977,0.29349,0.0863,0.025439,1.759572
0.28500000000000003,0.006250000000000001,0.25857142857142856,0.293881,0.0866,0.025552,1.802548
0.28500000000000003,0.006250000000000001,0.26448979591836735,0.294279,0.0868,0.025667,1.841575
0.28500000000000003,0.006250000000000001,0.27040816326530615,0.294684,0.0871,0.025786,1.876726
0.28500000000000003,0.006250000000000001,0.2763265306122449,0.295097,0.0873,0.025908,1.908078
0.28500000000000003,0.006250000000000001,0.28224489795918367,0.295517,0.0876,0.026033,1.935707
0.28500000000000003,0.006250000000000001,0.28816326530612246,0.295945,0.0878,0.02616,1.959695
0.28500000000000003,0.006250000000000001,0.2940816326530612,0.296379,0.0881,0.026291,1.980129
0.28500000000000003,0.006250000000000001,0.3,0.29682,0.0884,0.026425,1.997105
0.28600000000000003,0.006250000000000001,0.01,0.285862,0.0818,0.023393,-3.9e-05
0.28600000000000003,0.006250000000000001,0.015918367346938776,0.285896,0.0818,0.023402,-1.3e-05
0.28600000000000003,0.006250000000000001,0.02183673469387755,0.28593,0.0818,0.02341,-1.1e-05
0.28600000000000003,0.006250000000000001,0.027755102040816326,0.285973,0.0818,0.02342,-8e-06
0.28600000000000003,0.006250000000000001,0.0336734693877551,0.286025,0.0818,0.023433,1.7e-05
0.28600000000000003,0.006250000000000001,0.03959183673469388,0.286087,0.0819,0.023449,0.000113
0.28600000000000003,0.006250000000000001,0.04551020408163265,0.286159,0.0819,0.023466,0.000373
0.28600000000000003,0.006250000000000001,0.05142857142857143,0.286241,0.082,0.023487,0.000945
0.28600000000000003,0.006250000000000001,0.057346938775510205,0.286333,0.082,0.023509,0.002053
0.28600000000000003,0.006250000000000001,0.06326530612244897,0.286435,0.0821,0.023534,0.004008
0.28600000000000003,0.006250000000000001,0.06918367346938775,0.286546,0.0821,0.023562,0.007218
0.28600000000000003,0.006250000000000001,0.07510204081632653,0.286667,0.0822,0.023592,0.012197
0.28600000000000003,0.006250000000000001,0.08102040816326529,0.286798,0.0823,0.023625,0.019558
0.28600000000000003,0.006250000000000001,0.08693877551020407,0.286938,0.0824,0.02366,0.03
0.28600000000000003,0.006250000000000001,0.09285714285714285,0.287088,0.0825,0.023698,0.044286
0.28600000000000003,0.006250000000000001,0.09877551020408162,0.287247,0.0826,0.023738,0.063202
0.28600000000000003,0.006250000000000001,0.1046938775510204,0.287416,0.0827,0.02378,0.087511
0.28600000000000003,0.006250000000000001,0.11061224489795918,0.287595,0.0828,0.023826,0.117899
0.28600000000000003,0.006250000000000001,0.11653061224489795,0.287782,0.0829,0.023873,0.154918
0.28600000000000003,0.006250000000000001,0.12244897959183673,0.287979,0.083,0.023924,0.198935
0.28600000000000003,0.006250000000000001,0.12836734693877552,0.288185,0.0831,0.023976,0.25009
0.28600000000000003,0.006250000000000001,0.13428571428571429,0.288401,0.0832,0.024032,0.308274
0.28600000000000003,0.006250000000000001,0.14020408163265308,0.288625,0.0834,0.02409,0.373123
0.28600000000000003,0.006250000000000001,0.14612244897959184,0.288858,0.0835,0.024151,0.444035
0.28600000000000003,0.006250000000000001,0.1520408163265306,0.289101,0.0836,0.024214,0.520201
0.28600000000000003,0.006250000000000001,0.1579591836734694,0.289352,0.0838,0.02428,0.600661
0.28600000000000003,0.006250000000000001,0.16387755102040816,0.289612,0.0839,0.024348,0.684351
0.28600000000000003,0.006250000000000001,0.16979591836734695,0.289881,0.0841,0.024419,0.770167
0.28600000000000003,0.006250000000000001,0.1757142857142857,0.290158,0.0843,0.024493,0.857016
0.28600000000000003,0.006250000000000001,0.1816326530612245,0.290444,0.0844,0.02457,0.943864
0.28600000000000003,0.006250000000000001,0.18755102040816327,0.290738,0.0846,0.024649,1.02977
0.28600000000000003,0.006250000000000001,0.19346938775510206,0.291041,0.0848,0.024731,1.11391
0.28600000000000003,0.006250000000000001,0.19938775510204082,0.291352,0.085,0.024816,1.195591
0.28600000000000003,0.006250000000000001,0.20530612244897958,0.291672,0.0852,0.024904,1.274253
0.28600000000000003,0.006250000000000001,0.21122448979591837,0.292,0.0854,0.024994,1.349462
0.28600000000000003,0.006250000000000001,0.21714285714285714,0.292336,0.0856,0.025087,1.420904
0.28600000000000003,0.006250000000000001,0.22306122448979593,0.29268,0.0858,0.025183,1.488365
0.28600000000000003,0.006250000000000001,0.2289795918367347,0.293033,0.086,0.025282,1.551717
0.28600000000000003,0.006250000000000001,0.23489795918367348,0.293393,0.0862,0.025384,1.610898
0.28600000000000003,0.006250000000000001,0.24081632653061225,0.293761,0.0864,0.025489,1.665897
0.28600000000000003,0.006250000000000001,0.24673469387755104,0.294137,0.0867,0.025597,1.716737
0.28600000000000003,0.006250000000000001,0.25265306122448977,0.294521,0.0869,0.025708,1.763467
0.28600000000000003,0.006250000000000001,0.25857142857142856,0.294913,0.0872,0.025822,1.806147
0.28600000000000003,0.006250000000000001,0.26448979591836735,0.295312,0.0874,0.025939,1.844844
0.28600000000000003,0.006250000000000001,0.27040816326530615,0.295719,0.0877,0.026058,1.87963
0.28600000000000003,0.006250000000000001,0.2763265306122449,0.296133,0.0879,0.026181,1.910579
0.28600000000000003,0.006250000000000001,0.28224489795918367,0.296555,0.0882,0.026307,1.937768
0.28600000000000003,0.006250000000000001,0.28816326530612246,0.296984,0.0885,0.026437,1.961281
0.28600000000000003,0.006250000000000001,0.2940816326530612,0.297419,0.0887,0.026569,1.981207
0.28600000000000003,0.006250000000000001,0.3,0.297862,0.089,0.026704,1.997645
0.28700000000000003,0.006250000000000001,0.01,0.286862,0.0823,0.02364,-3.9e-05
0.28700000000000003,0.006250000000000001,0.015918367346938776,0.286896,0.0823,0.023648,-1.3e-05
0.28700000000000003,0.006250000000000001,0.02183673469387755,0.286931,0.0824,0.023656,-1.1e-05
0.28700000000000003,0.006250000000000001,0.027755102040816326,0.286974,0.0824,0.023667,-8e-06
0.28700000000000003,0.006250000000000001,0.0336734693877551,0.287026,0.0824,0.02368,1.8e-05
0.28700000000000003,0.006250000000000001,0.03959183673469388,0.287089,0.0825,0.023696,0.000116
0.28700000000000003,0.006250000000000001,0.04551020408163265,0.287161,0.0825,0.023713,0.000379
0.28700000000000003,0.006250000000000001,0.05142857142857143,0.287243,0.0825,0.023734,0.000959
0.28700000000000003,0.006250000000000001,0.057346938775510205,0.287335,0.0826,0.023757,0.002082
0.28700000000000003,0.006250000000000001,0.06326530612244897,0.287437,0.0827,0.023782,0.004061
0.28700000000000003,0.006250000000000001,0.06918367346938775,0.287549,0.0827,0.02381,0.007309
0.28700000000000003,0.006250000000000001,0.07510204081632653,0.28767,0.0828,0.023841,0.012345
0.28700000000000003,0.006250000000000001,0.08102040816326529,0.287801,0.0829,0.023874,0.019787
0.28700000000000003,0.006250000000000001,0.08693877551020407,0.287942,0.083,0.023909,0.03034
0.28700000000000003,0.006250000000000001,0.09285714285714285,0.288093,0.083,0.023947,0.044772
0.28700000000000003,0.006250000000000001,0.09877551020408162,0.288253,0.0831,0.023988,0.063874
0.28700000000000003,0.006250000000000001,0.1046938775510204,0.288422,0.0832,0.024031,0.088412
0.28700000000000003,0.006250000000000001,0.11061224489795918,0.288601,0.0833,0.024076,0.119072
0.28700000000000003,0.006250000000000001,0.11653061224489795,0.288789,0.0834,0.024125,0.156404
0.28700000000000003,0.006250000000000001,0.12244897959183673,0.288987,0.0836,0.024175,0.20077
0.28700000000000003,0.006250000000000001,0.12836734693877552,0.289194,0.0837,0.024229,0.252303
0.28700000000000003,0.006250000000000001,0.13428571428571429,0.28941,0.0838,0.024285,0.310883
0.28700000000000003,0.006250000000000001,0.14020408163265308,0.289635,0.0839,0.024344,0.376134
0.28700000000000003,0.006250000000000001,0.14612244897959184,0.289869,0.0841,0.024405,0.447441
0.28700000000000003,0.006250000000000001,0.1520408163265306,0.290112,0.0842,0.024469,0.523985
0.28700000000000003,0.006250000000000001,0.1579591836734694,0.290365,0.0844,0.024535,0.604792
0.28700000000000003,0.006250000000000001,0.16387755102040816,0.290625,0.0845,0.024605,0.68879
0.28700000000000003,0.006250000000000001,0.16979591836734695,0.290895,0.0847,0.024676,0.774868
0.28700000000000003,0.006250000000000001,0.1757142857142857,0.291173,0.0849,0.024751,0.861929
0.28700000000000003,0.006250000000000001,0.1816326530612245,0.29146,0.085,0.024829,0.948937
0.28700000000000003,0.006250000000000001,0.18755102040816327,0.291756,0.0852,0.024909,1.03495
0.28700000000000003,0.006250000000000001,0.19346938775510206,0.29206,0.0854,0.024992,1.119148
0.28700000000000003,0.006250000000000001,0.19938775510204082,0.292372,0.0856,0.025077,1.20084
0.28700000000000003,0.006250000000000001,0.20530612244897958,0.292693,0.0858,0.025166,1.279471
0.28700000000000003,0.006250000000000001,0.21122448979591837,0.293022,0.086,0.025257,1.354612
0.28700000000000003,0.006250000000000001,0.21714285714285714,0.293359,0.0862,0.025351,1.425952
0.28700000000000003,0.006250000000000001,0.22306122448979593,0.293704,0.0864,0.025449,1.493281
0.28700000000000003,0.006250000000000001,0.2289795918367347,0.294058,0.0866,0.025549,1.556473
0.28700000000000003,0.006250000000000001,0.23489795918367348,0.29442,0.0868,0.025652,1.615467
0.28700000000000003,0.006250000000000001,0.24081632653061225,0.294789,0.0871,0.025757,1.670252
0.28700000000000003,0.006250000000000001,0.24673469387755104,0.295166,0.0873,0.025866,1.720851
0.28700000000000003,0.006250000000000001,0.25265306122448977,0.295552,0.0875,0.025978,1.767308
0.28700000000000003,0.006250000000000001,0.25857142857142856,0.295945,0.0878,0.026093,1.809683
0.28700000000000003,0.006250000000000001,0.26448979591836735,0.296345,0.088,0.026212,1.848039
0.28700000000000003,0.006250000000000001,0.27040816326530615,0.296754,0.0883,0.026333,1.882448
0.28700000000000003,0.006250000000000001,0.2763265306122449,0.297169,0.0885,0.026457,1.912982
0.28700000000000003,0.006250000000000001,0.28224489795918367,0.297592,0.0888,0.026584,1.939719
0.28700000000000003,0.006250000000000001,0.28816326530612246,0.298022,0.0891,0.026715,1.962743
0.28700000000000003,0.006250000000000001,0.2940816326530612,0.298459,0.0894,0.026848,1.982147
0.28700000000000003,0.006250000000000001,0.3,0.298903,0.0896,0.026985,1.998035
0.28800000000000003,0.006250000000000001,0.01,0.287863,0.0829,0.023888,-3.8e-05
0.28800000000000003,0.006250000000000001,0.015918367346938776,0.287897,0.0829,0.023896,-1.2e-05
0.28800000000000003,0.006250000000000001,0.02183673469387755,0.287931,0.0829,0.023905,-1.1e-05
0.28800000000000003,0.006250000000000001,0.027755102040816326,0.287974,0.083,0.023915,-7e-06
0.28800000000000003,0.006250000000000001,0.0336734693877551,0.288027,0.083,0.023928,1.9e-05
0.28800000000000003,0.006250000000000001,0.03959183673469388,0.28809,0.083,0.023944,0.000118
0.28800000000000003,0.006250000000000001,0.04551020408163265,0.288162,0.0831,0.023962,0.000386
0.28800000000000003,0.006250000000000001,0.05142857142857143,0.288245,0.0831,0.023983,0.000974
0.28800000000000003,0.006250000000000001,0.057346938775510205,0.288337,0.0832,0.024006,0.002111
0.28800000000000003,0.006250000000000001,0.06326530612244897,0.28844,0.0832,0.024032,0.004114
0.28800000000000003,0.006250000000000001,0.06918367346938775,0.288552,0.0833,0.02406,0.007401
0.28800000000000003,0.006250000000000001,0.07510204081632653,0.288673,0.0834,0.024091,0.012494
0.28800000000000003,0.006250000000000001,0.08102040816326529,0.288805,0.0834,0.024124,0.020017
0.28800000000000003,0.006250000000000001,0.08693877551020407,0.288946,0.0835,0.02416,0.030682
0.28800000000000003,0.006250000000000001,0.09285714285714285,0.289097,0.0836,0.024198,0.045262
0.28800000000000003,0.006250000000000001,0.09877551020408162,0.289258,0.0837,0.024239,0.064551
0.28800000000000003,0.006250000000000001,0.1046938775510204,0.289428,0.0838,0.024283,0.089318
0.28800000000000003,0.006250000000000001,0.11061224489795918,0.289608,0.0839,0.024329,0.120251
0.28800000000000003,0.006250000000000001,0.11653061224489795,0.289797,0.084,0.024378,0.157897
0.28800000000000003,0.006250000000000001,0.12244897959183673,0.289995,0.0841,0.024429,0.202613
0.28800000000000003,0.006250000000000001,0.12836734693877552,0.290203,0.0843,0.024483,0.254523
0.28800000000000003,0.006250000000000001,0.13428571428571429,0.290419,0.0844,0.02454,0.313499
0.28800000000000003,0.006250000000000001,0.14020408163265308,0.290645,0.0845,0.024599,0.379151
0.28800000000000003,0.006250000000000001,0.14612244897959184,0.29088,0.0847,0.024661,0.450853
0.28800000000000003,0.006250000000000001,0.1520408163265306,0.291124,0.0848,0.024725,0.527772
0.28800000000000003,0.006250000000000001,0.1579591836734694,0.291377,0.085,0.024793,0.608924
0.28800000000000003,0.006250000000000001,0.16387755102040816,0.291639,0.0851,0.024863,0.693228
0.28800000000000003,0.006250000000000001,0.16979591836734695,0.291909,0.0853,0.024935,0.779566
0.28800000000000003,0.006250000000000001,0.1757142857142857,0.292189,0.0854,0.025011,0.866835
0.28800000000000003,0.006250000000000001,0.1816326530612245,0.292477,0.0856,0.025089,0.953999
0.28800000000000003,0.006250000000000001,0.18755102040816327,0.292773,0.0858,0.02517,1.040117
0.28800000000000003,0.006250000000000001,0.19346938775510206,0.293078,0.086,0.025254,1.12437
0.28800000000000003,0.006250000000000001,0.19938775510204082,0.293392,0.0862,0.02534,1.206071
0.28800000000000003,0.006250000000000001,0.20530612244897958,0.293714,0.0864,0.02543,1.284669
0.28800000000000003,0.006250000000000001,0.21122448979591837,0.294044,0.0866,0.025522,1.359739
0.28800000000000003,0.006250000000000001,0.21714285714285714,0.294382,0.0868,0.025617,1.430975
0.28800000000000003,0.006250000000000001,0.22306122448979593,0.294729,0.087,0.025715,1.498169
0.28800000000000003,0.006250000000000001,0.2289795918367347,0.295083,0.0872,0.025817,1.561197
0.28800000000000003,0.006250000000000001,0.23489795918367348,0.295446,0.0874,0.025921,1.62
0.28800000000000003,0.006250000000000001,0.24081632653061225,0.295817,0.0877,0.026028,1.674566
0.28800000000000003,0.006250000000000001,0.24673469387755104,0.296196,0.0879,0.026138,1.724916
0.28800000000000003,0.006250000000000001,0.25265306122448977,0.296582,0.0881,0.026251,1.771093
0.28800000000000003,0.006250000000000001,0.25857142857142856,0.296977,0.0884,0.026367,1.813152
0.28800000000000003,0.006250000000000001,0.26448979591836735,0.297379,0.0886,0.026486,1.851158
0.28800000000000003,0.006250000000000001,0.27040816326530615,0.297788,0.0889,0.026609,1.885177
0.28800000000000003,0.006250000000000001,0.2763265306122449,0.298205,0.0892,0.026734,1.915283
0.28800000000000003,0.006250000000000001,0.28224489795918367,0.29863,0.0894,0.026863,1.941554
0.28800000000000003,0.006250000000000001,0.28816326530612246,0.299061,0.0897,0.026995,1.964076
0.28800000000000003,0.006250000000000001,0.2940816326530612,0.2995,0.09,0.027129,1.982946
0.28800000000000003,0.006250000000000001,0.3,0.299945,0.0903,0.027267,1.998272
0.28900000000000003,0.006250000000000001,0.01,0.288863,0.0835,0.024137,-3.8e-05
0.28900000000000003,0.006250000000000001,0.015918367346938776,0.288898,0.0835,0.024146,-1.2e-05
0.28900000000000003,0.006250000000000001,0.02183673469387755,0.288932,0.0835,0.024154,-1e-05
0.28900000000000003,0.006250000000000001,0.027755102040816326,0.288975,0.0835,0.024165,-7e-06
0.28900000000000003,0.006250000000000001,0.0336734693877551,0.289028,0.0836,0.024179,1.9e-05
0.28900000000000003,0.006250000000000001,0.03959183673469388,0.289091,0.0836,0.024194,0.000121
0.28900000000000003,0.006250000000000001,0.04551020408163265,0.289164,0.0837,0.024213,0.000392
0.28900000000000003,0.006250000000000001,0.05142857142857143,0.289247,0.0837,0.024234,0.000989
0.28900000000000003,0.006250000000000001,0.057346938775510205,0.289339,0.0838,0.024257,0.002141
0.28900000000000003,0.006250000000000001,0.06326530612244897,0.289442,0.0838,0.024283,0.004168
0.28900000000000003,0.006250000000000001,0.06918367346938775,0.289554,0.0839,0.024311,0.007494
0.28900000000000003,0.006250000000000001,0.07510204081632653,0.289677,0.084,0.024342,0.012644
0.28900000000000003,0.006250000000000001,0.08102040816326529,0.289809,0.084,0.024376,0.020249
0.28900000000000003,0.006250000000000001,0.08693877551020407,0.289951,0.0841,0.024412,0.031027
0.28900000000000003,0.006250000000000001,0.09285714285714285,0.290102,0.0842,0.024451,0.045754
0.28900000000000003,0.006250000000000001,0.09877551020408162,0.290263,0.0843,0.024493,0.065231
0.28900000000000003,0.006250000000000001,0.1046938775510204,0.290434,0.0844,0.024537,0.090229
0.28900000000000003,0.006250000000000001,0.11061224489795918,0.290614,0.0845,0.024583,0.121435
0.28900000000000003,0.006250000000000001,0.11653061224489795,0.290804,0.0846,0.024633,0.159396
0.28900000000000003,0.006250000000000001,0.12244897959183673,0.291003,0.0847,0.024684,0.204462
0.28900000000000003,0.006250000000000001,0.12836734693877552,0.291211,0.0849,0.024739,0.256751
0.28900000000000003,0.006250000000000001,0.13428571428571429,0.291429,0.085,0.024796,0.316122
0.28900000000000003,0.006250000000000001,0.14020408163265308,0.291655,0.0851,0.024856,0.382175
0.28900000000000003,0.006250000000000001,0.14612244897959184,0.291891,0.0853,0.024919,0.45427
0.28900000000000003,0.006250000000000001,0.1520408163265306,0.292136,0.0854,0.024984,0.531563
0.28900000000000003,0.006250000000000001,0.1579591836734694,0.29239,0.0856,0.025052,0.613058
0.28900000000000003,0.006250000000000001,0.16387755102040816,0.292652,0.0857,0.025123,0.697665
0.28900000000000003,0.006250000000000001,0.16979591836734695,0.292924,0.0859,0.025196,0.784259
0.28900000000000003,0.006250000000000001,0.1757142857142857,0.293204,0.086,0.025272,0.871735
0.28900000000000003,0.006250000000000001,0.1816326530612245,0.293493,0.0862,0.025351,0.959052
0.28900000000000003,0.006250000000000001,0.18755102040816327,0.293791,0.0864,0.025433,1.045271
0.28900000000000003,0.006250000000000001,0.19346938775510206,0.294097,0.0866,0.025518,1.129576
0.28900000000000003,0.006250000000000001,0.19938775510204082,0.294411,0.0868,0.025605,1.211283
0.28900000000000003,0.006250000000000001,0.20530612244897958,0.294734,0.087,0.025696,1.289845
0.28900000000000003,0.006250000000000001,0.21122448979591837,0.295066,0.0872,0.025789,1.364842
0.28900000000000003,0.006250000000000001,0.21714285714285714,0.295405,0.0874,0.025885,1.43597
0.28900000000000003,0.006250000000000001,0.22306122448979593,0.295753,0.0876,0.025984,1.503027
0.28900000000000003,0.006250000000000001,0.2289795918367347,0.296109,0.0878,0.026086,1.565888
0.28900000000000003,0.006250000000000001,0.23489795918367348,0.296473,0.088,0.026192,1.624496
0.28900000000000003,0.006250000000000001,0.24081632653061225,0.296845,0.0883,0.0263,1.678837
0.28900000000000003,0.006250000000000001,0.24673469387755104,0.297225,0.0885,0.026411,1.728931
0.28900000000000003,0.006250000000000001,0.25265306122448977,0.297613,0.0888,0.026525,1.774819
0.28900000000000003,0.006250000000000001,0.25857142857142856,0.298009,0.089,0.026643,1.816554
0.28900000000000003,0.006250000000000001,0.26448979591836735,0.298412,0.0893,0.026763,1.854197
0.28900000000000003,0.006250000000000001,0.27040816326530615,0.298823,0.0895,0.026887,1.887814
0.28900000000000003,0.006250000000000001,0.2763265306122449,0.299241,0.0898,0.027014,1.917479
0.28900000000000003,0.006250000000000001,0.28224489795918367,0.299667,0.0901,0.027144,1.94327
0.28900000000000003,0.006250000000000001,0.28816326530612246,0.3001,0.0903,0.027277,1.965277
0.28900000000000003,0.006250000000000001,0.2940816326530612,0.30054,0.0906,0.027413,1.9836
0.28900000000000003,0.006250000000000001,0.3,0.300986,0.0909,0.027552,1.998352
0.29000000000000004,0.006250000000000001,0.01,0.289864,0.0841,0.024389,-3.8e-05
0.29000000000000004,0.006250000000000001,0.015918367346938776,0.289898,0.0841,0.024397,-1.2e-05
0.29000000000000004,0.006250000000000001,0.02183673469387755,0.289933,0.0841,0.024406,-1e-05
0.29000000000000004,0.006250000000000001,0.027755102040816326,0.289976,0.0841,0.024417,-7e-06
0.29000000000000004,0.006250000000000001,0.0336734693877551,0.290029,0.0842,0.02443,2e-05
0.29000000000000004,0.006250000000000001,0.03959183673469388,0.290092,0.0842,0.024446,0.000123
0.29000000000000004,0.006250000000000001,0.04551020408163265,0.290165,0.0842,0.024465,0.000399
0.29000000000000004,0.006250000000000001,0.05142857142857143,0.290248,0.0843,0.024486,0.001004
0.29000000000000004,0.006250000000000001,0.057346938775510205,0.290341,0.0843,0.02451,0.00217
0.29000000000000004,0.006250000000000001,0.06326530612244897,0.290444,0.0844,0.024536,0.004223
0.29000000000000004,0.006250000000000001,0.06918367346938775,0.290557,0.0845,0.024565,0.007587
0.29000000000000004,0.006250000000000001,0.07510204081632653,0.29068,0.0845,0.024596,0.012795
0.29000000000000004,0.006250000000000001,0.08102040816326529,0.290813,0.0846,0.02463,0.020483
0.29000000000000004,0.006250000000000001,0.08693877551020407,0.290955,0.0847,0.024667,0.031373
0.29000000000000004,0.006250000000000001,0.09285714285714285,0.291107,0.0848,0.024706,0.046249
0.29000000000000004,0.006250000000000001,0.09877551020408162,0.291269,0.0849,0.024748,0.065915
0.29000000000000004,0.006250000000000001,0.1046938775510204,0.29144,0.085,0.024792,0.091144
0.29000000000000004,0.006250000000000001,0.11061224489795918,0.291621,0.0851,0.024839,0.122626
0.29000000000000004,0.006250000000000001,0.11653061224489795,0.291811,0.0852,0.024889,0.160902
0.29000000000000004,0.006250000000000001,0.12244897959183673,0.292011,0.0853,0.024942,0.206319
0.29000000000000004,0.006250000000000001,0.12836734693877552,0.29222,0.0854,0.024997,0.258986
0.29000000000000004,0.006250000000000001,0.13428571428571429,0.292438,0.0856,0.025054,0.318753
0.29000000000000004,0.006250000000000001,0.14020408163265308,0.292665,0.0857,0.025115,0.385206
0.29000000000000004,0.006250000000000001,0.14612244897959184,0.292902,0.0858,0.025178,0.457693
0.29000000000000004,0.006250000000000001,0.1520408163265306,0.293148,0.086,0.025244,0.535358
0.29000000000000004,0.006250000000000001,0.1579591836734694,0.293402,0.0861,0.025313,0.617194
0.29000000000000004,0.006250000000000001,0.16387755102040816,0.293666,0.0863,0.025384,0.702102
0.29000000000000004,0.006250000000000001,0.16979591836734695,0.293938,0.0865,0.025458,0.788949
0.29000000000000004,0.006250000000000001,0.1757142857142857,0.29422,0.0866,0.025535,0.876627
0.29000000000000004,0.006250000000000001,0.1816326530612245,0.29451,0.0868,0.025615,0.964095
0.29000000000000004,0.006250000000000001,0.18755102040816327,0.294808,0.087,0.025698,1.050413
0.29000000000000004,0.006250000000000001,0.19346938775510206,0.295115,0.0872,0.025783,1.134767
0.29000000000000004,0.006250000000000001,0.19938775510204082,0.295431,0.0874,0.025872,1.216477
0.29000000000000004,0.006250000000000001,0.20530612244897958,0.295755,0.0876,0.025963,1.295
0.29000000000000004,0.006250000000000001,0.21122448979591837,0.296087,0.0878,0.026057,1.369921
0.29000000000000004,0.006250000000000001,0.21714285714285714,0.296428,0.088,0.026155,1.44094
0.29000000000000004,0.006250000000000001,0.22306122448979593,0.296777,0.0882,0.026255,1.507855
0.29000000000000004,0.006250000000000001,0.2289795918367347,0.297134,0.0884,0.026358,1.570545
0.29000000000000004,0.006250000000000001,0.23489795918367348,0.2975,0.0887,0.026464,1.628953
0.29000000000000004,0.006250000000000001,0.24081632653061225,0.297873,0.0889,0.026574,1.683063
0.29000000000000004,0.006250000000000001,0.24673469387755104,0.298254,0.0891,0.026686,1.732894
0.29000000000000004,0.006250000000000001,0.25265306122448977,0.298644,0.0894,0.026802,1.778484
0.29000000000000004,0.006250000000000001,0.25857142857142856,0.299041,0.0896,0.02692,1.819884
0.29000000000000004,0.006250000000000001,0.26448979591836735,0.299445,0.0899,0.027042,1.857152
0.29000000000000004,0.006250000000000001,0.27040816326530615,0.299858,0.0901,0.027167,1.890355
0.29000000000000004,0.006250000000000001,0.2763265306122449,0.300277,0.0904,0.027295,1.919565
0.29000000000000004,0.006250000000000001,0.28224489795918367,0.300704,0.0907,0.027426,1.944863
0.29000000000000004,0.006250000000000001,0.28816326530612246,0.301138,0.091,0.02756,1.966341
0.29000000000000004,0.006250000000000001,0.2940816326530612,0.30158,0.0912,0.027698,1.984104
0.29000000000000004,0.006250000000000001,0.3,0.302027,0.0915,0.027838,1.998271
0.29100000000000004,0.006250000000000001,0.01,0.290864,0.0846,0.024642,-3.7e-05
0.29100000000000004,0.006250000000000001,0.015918367346938776,0.290899,0.0847,0.024651,-1.2e-05
0.29100000000000004,0.006250000000000001,0.02183673469387755,0.290933,0.0847,0.024659,-1e-05
0.29100000000000004,0.006250000000000001,0.027755102040816326,0.290977,0.0847,0.02467,-7e-06
0.29100000000000004,0.006250000000000001,0.0336734693877551,0.29103,0.0847,0.024684,2.1e-05
0.29100000000000004,0.006250000000000001,0.03959183673469388,0.291094,0.0848,0.0247,0.000126
0.29100000000000004,0.006250000000000001,0.04551020408163265,0.291167,0.0848,0.024719,0.000406
0.29100000000000004,0.006250000000000001,0.05142857142857143,0.29125,0.0849,0.02474,0.001019
0.29100000000000004,0.006250000000000001,0.057346938775510205,0.291344,0.0849,0.024764,0.0022
0.29100000000000004,0.006250000000000001,0.06326530612244897,0.291447,0.085,0.024791,0.004277
0.29100000000000004,0.006250000000000001,0.06918367346938775,0.29156,0.085,0.02482,0.00768
0.29100000000000004,0.006250000000000001,0.07510204081632653,0.291683,0.0851,0.024851,0.012947
0.29100000000000004,0.006250000000000001,0.08102040816326529,0.291816,0.0852,0.024886,0.020718
0.29100000000000004,0.006250000000000001,0.08693877551020407,0.291959,0.0853,0.024923,0.031722
0.29100000000000004,0.006250000000000001,0.09285714285714285,0.292112,0.0854,0.024962,0.046747
0.29100000000000004,0.006250000000000001,0.09877551020408162,0.292274,0.0855,0.025005,0.066603
0.29100000000000004,0.006250000000000001,0.1046938775510204,0.292446,0.0856,0.02505,0.092065
0.29100000000000004,0.006250000000000001,0.11061224489795918,0.292627,0.0857,0.025097,0.123822
0.29100000000000004,0.006250000000000001,0.11653061224489795,0.292818,0.0858,0.025147,0.162414
0.29100000000000004,0.006250000000000001,0.12244897959183673,0.293019,0.0859,0.0252,0.208183
0.29100000000000004,0.006250000000000001,0.12836734693877552,0.293228,0.086,0.025256,0.261229
0.29100000000000004,0.006250000000000001,0.13428571428571429,0.293447,0.0862,0.025315,0.32139
0.29100000000000004,0.006250000000000001,0.14020408163265308,0.293676,0.0863,0.025376,0.388243
0.29100000000000004,0.006250000000000001,0.14612244897959184,0.293913,0.0864,0.025439,0.461121
0.29100000000000004,0.006250000000000001,0.1520408163265306,0.294159,0.0866,0.025506,0.539157
0.29100000000000004,0.006250000000000001,0.1579591836734694,0.294415,0.0867,0.025576,0.621331
0.29100000000000004,0.006250000000000001,0.16387755102040816,0.29468,0.0869,0.025648,0.706537
0.29100000000000004,0.006250000000000001,0.16979591836734695,0.294953,0.0871,0.025723,0.793635
0.29100000000000004,0.006250000000000001,0.1757142857142857,0.295235,0.0872,0.025801,0.881513
0.29100000000000004,0.006250000000000001,0.1816326530612245,0.295526,0.0874,0.025881,0.969128
0.29100000000000004,0.006250000000000001,0.18755102040816327,0.295826,0.0876,0.025965,1.055541
0.29100000000000004,0.006250000000000001,0.19346938775510206,0.296134,0.0878,0.026051,1.139941
0.29100000000000004,0.006250000000000001,0.19938775510204082,0.29645,0.088,0.02614,1.221652
0.29100000000000004,0.006250000000000001,0.20530612244897958,0.296776,0.0882,0.026233,1.300134
