q0,deltaQ0,wMu,firstmoment,secondmoment,thirdmoment,skewness
0.295,0.0036250000000000006,0.1579591836734694,0.29855,0.0892,0.026645,1.423856
0.295,0.0036250000000000006,0.16387755102040816,0.298817,0.0893,0.02672,1.523845
0.295,0.0036250000000000006,0.16979591836734695,0.299094,0.0895,0.026798,1.616331
0.295,0.0036250000000000006,0.1757142857142857,0.29938,0.0897,0.026879,1.701163
0.295,0.0036250000000000006,0.1816326530612245,0.299675,0.0899,0.026963,1.778422
0.295,0.0036250000000000006,0.18755102040816327,0.299978,0.09,0.02705,1.848357
0.295,0.0036250000000000006,0.19346938775510206,0.30029,0.0902,0.02714,1.911332
0.295,0.0036250000000000006,0.19938775510204082,0.300611,0.0904,0.027233,1.967781
0.295,0.0036250000000000006,0.20530612244897958,0.30094,0.0906,0.027329,2.018168
0.295,0.0036250000000000006,0.21122448979591837,0.301278,0.0909,0.027428,2.062961
0.295,0.0036250000000000006,0.21714285714285714,0.301625,0.0911,0.027531,2.102611
0.295,0.0036250000000000006,0.22306122448979593,0.301979,0.0913,0.027636,2.137534
0.295,0.0036250000000000006,0.2289795918367347,0.302342,0.0915,0.027745,2.168105
0.295,0.0036250000000000006,0.23489795918367348,0.302714,0.0918,0.027856,2.194648
0.295,0.0036250000000000006,0.24081632653061225,0.303093,0.092,0.027971,2.217437
0.295,0.0036250000000000006,0.24673469387755104,0.30348,0.0922,0.02809,2.236697
0.295,0.0036250000000000006,0.25265306122448977,0.303876,0.0925,0.028211,2.252609
0.295,0.0036250000000000006,0.25857142857142856,0.304279,0.0928,0.028336,2.265319
0.295,0.0036250000000000006,0.26448979591836735,0.30469,0.093,0.028464,2.274945
0.295,0.0036250000000000006,0.27040816326530615,0.305109,0.0933,0.028595,2.281586
0.295,0.0036250000000000006,0.2763265306122449,0.305535,0.0936,0.02873,2.28533
0.295,0.0036250000000000006,0.28224489795918367,0.305968,0.0939,0.028868,2.286265
0.295,0.0036250000000000006,0.28816326530612246,0.306409,0.0941,0.029009,2.284483
0.295,0.0036250000000000006,0.2940816326530612,0.306856,0.0944,0.029153,2.280085
0.295,0.0036250000000000006,0.3,0.307309,0.0947,0.0293,2.273185
0.296,0.0036250000000000006,0.01,0.295966,0.0876,0.025937,-4e-06
0.296,0.0036250000000000006,0.015918367346938776,0.295992,0.0876,0.025944,-1e-06
0.296,0.0036250000000000006,0.02183673469387755,0.296026,0.0876,0.025953,1.7e-05
0.296,0.0036250000000000006,0.027755102040816326,0.29607,0.0877,0.025964,0.000128
0.296,0.0036250000000000006,0.0336734693877551,0.296124,0.0877,0.025979,0.000511
0.296,0.0036250000000000006,0.03959183673469388,0.296188,0.0877,0.025995,0.001518
0.296,0.0036250000000000006,0.04551020408163265,0.296262,0.0878,0.026015,0.003737
0.296,0.0036250000000000006,0.05142857142857143,0.296347,0.0878,0.026037,0.00805
0.296,0.0036250000000000006,0.057346938775510205,0.296441,0.0879,0.026063,0.015677
0.296,0.0036250000000000006,0.06326530612244897,0.296546,0.088,0.02609,0.028167
0.296,0.0036250000000000006,0.06918367346938775,0.296661,0.088,0.026121,0.047339
0.296,0.0036250000000000006,0.07510204081632653,0.296786,0.0881,0.026154,0.075147
0.296,0.0036250000000000006,0.08102040816326529,0.296922,0.0882,0.026191,0.113483
0.296,0.0036250000000000006,0.08693877551020407,0.297067,0.0883,0.02623,0.163933
0.296,0.0036250000000000006,0.09285714285714285,0.297222,0.0884,0.026271,0.227533
0.296,0.0036250000000000006,0.09877551020408162,0.297386,0.0885,0.026316,0.30457
0.296,0.0036250000000000006,0.1046938775510204,0.297561,0.0886,0.026363,0.39448
0.296,0.0036250000000000006,0.11061224489795918,0.297745,0.0887,0.026413,0.49587
0.296,0.0036250000000000006,0.11653061224489795,0.297939,0.0888,0.026466,0.606645
0.296,0.0036250000000000006,0.12244897959183673,0.298143,0.0889,0.026522,0.724237
0.296,0.0036250000000000006,0.12836734693877552,0.298356,0.089,0.02658,0.84586
0.296,0.0036250000000000006,0.13428571428571429,0.298579,0.0892,0.026642,0.968763
0.296,0.0036250000000000006,0.14020408163265308,0.298811,0.0893,0.026706,1.090434
0.296,0.0036250000000000006,0.14612244897959184,0.299052,0.0895,0.026773,1.208737
0.296,0.0036250000000000006,0.1520408163265306,0.299302,0.0896,0.026843,1.321979
0.296,0.0036250000000000006,0.1579591836734694,0.299562,0.0898,0.026916,1.428928
0.296,0.0036250000000000006,0.16387755102040816,0.299831,0.0899,0.026992,1.528774
0.296,0.0036250000000000006,0.16979591836734695,0.300108,0.0901,0.027071,1.621077
0.296,0.0036250000000000006,0.1757142857142857,0.300395,0.0903,0.027153,1.705697
0.296,0.0036250000000000006,0.1816326530612245,0.300691,0.0905,0.027238,1.782725
0.296,0.0036250000000000006,0.18755102040816327,0.300995,0.0907,0.027326,1.852419
0.296,0.0036250000000000006,0.19346938775510206,0.301308,0.0909,0.027417,1.91515
0.296,0.0036250000000000006,0.19938775510204082,0.30163,0.0911,0.027511,1.971354
0.296,0.0036250000000000006,0.20530612244897958,0.301961,0.0913,0.027608,2.021499
0.296,0.0036250000000000006,0.21122448979591837,0.3023,0.0915,0.027708,2.066053
0.296,0.0036250000000000006,0.21714285714285714,0.302647,0.0917,0.027811,2.105463
0.296,0.0036250000000000006,0.22306122448979593,0.303003,0.0919,0.027918,2.140144
0.296,0.0036250000000000006,0.2289795918367347,0.303367,0.0921,0.028028,2.170465
0.296,0.0036250000000000006,0.23489795918367348,0.30374,0.0924,0.028141,2.196744
0.296,0.0036250000000000006,0.24081632653061225,0.304121,0.0926,0.028257,2.219248
0.296,0.0036250000000000006,0.24673469387755104,0.304509,0.0929,0.028376,2.238197
0.296,0.0036250000000000006,0.25265306122448977,0.304906,0.0931,0.028499,2.253766
0.296,0.0036250000000000006,0.25857142857142856,0.305311,0.0934,0.028625,2.266098
0.296,0.0036250000000000006,0.26448979591836735,0.305723,0.0937,0.028754,2.275308
0.296,0.0036250000000000006,0.27040816326530615,0.306143,0.0939,0.028887,2.281495
0.296,0.0036250000000000006,0.2763265306122449,0.30657,0.0942,0.029023,2.28475
0.296,0.0036250000000000006,0.28224489795918367,0.307005,0.0945,0.029162,2.285164
0.296,0.0036250000000000006,0.28816326530612246,0.307447,0.0948,0.029304,2.282835
0.296,0.0036250000000000006,0.2940816326530612,0.307895,0.0951,0.02945,2.27787
0.296,0.0036250000000000006,0.3,0.30835,0.0954,0.029598,2.270389
0.297,0.0036250000000000006,0.01,0.296966,0.0882,0.026201,-4e-06
0.297,0.0036250000000000006,0.015918367346938776,0.296993,0.0882,0.026208,-1e-06
0.297,0.0036250000000000006,0.02183673469387755,0.297026,0.0882,0.026217,1.8e-05
0.297,0.0036250000000000006,0.027755102040816326,0.29707,0.0883,0.026228,0.00013
0.297,0.0036250000000000006,0.0336734693877551,0.297124,0.0883,0.026243,0.000518
0.297,0.0036250000000000006,0.03959183673469388,0.297189,0.0883,0.02626,0.001537
0.297,0.0036250000000000006,0.04551020408163265,0.297263,0.0884,0.02628,0.00378
0.297,0.0036250000000000006,0.05142857142857143,0.297348,0.0884,0.026302,0.00814
0.297,0.0036250000000000006,0.057346938775510205,0.297443,0.0885,0.026328,0.015846
0.297,0.0036250000000000006,0.06326530612244897,0.297548,0.0885,0.026356,0.028461
0.297,0.0036250000000000006,0.06918367346938775,0.297664,0.0886,0.026387,0.047817
0.297,0.0036250000000000006,0.07510204081632653,0.297789,0.0887,0.02642,0.075879
0.297,0.0036250000000000006,0.08102040816326529,0.297925,0.0888,0.026457,0.114546
0.297,0.0036250000000000006,0.08693877551020407,0.298071,0.0889,0.026496,0.165402
0.297,0.0036250000000000006,0.09285714285714285,0.298226,0.089,0.026538,0.229472
0.297,0.0036250000000000006,0.09877551020408162,0.298391,0.0891,0.026583,0.307023
0.297,0.0036250000000000006,0.1046938775510204,0.298567,0.0892,0.026631,0.397467
0.297,0.0036250000000000006,0.11061224489795918,0.298752,0.0893,0.026682,0.499378
0.297,0.0036250000000000006,0.11653061224489795,0.298946,0.0894,0.026735,0.610634
0.297,0.0036250000000000006,0.12244897959183673,0.29915,0.0895,0.026791,0.728639
0.297,0.0036250000000000006,0.12836734693877552,0.299364,0.0896,0.026851,0.850592
0.297,0.0036250000000000006,0.13428571428571429,0.299588,0.0898,0.026913,0.973733
0.297,0.0036250000000000006,0.14020408163265308,0.29982,0.0899,0.026978,1.095547
0.297,0.0036250000000000006,0.14612244897959184,0.300062,0.0901,0.027046,1.213903
0.297,0.0036250000000000006,0.1520408163265306,0.300314,0.0902,0.027116,1.327121
0.297,0.0036250000000000006,0.1579591836734694,0.300574,0.0904,0.02719,1.433978
0.297,0.0036250000000000006,0.16387755102040816,0.300844,0.0905,0.027267,1.533679
0.297,0.0036250000000000006,0.16979591836734695,0.301123,0.0907,0.027347,1.625797
0.297,0.0036250000000000006,0.1757142857142857,0.30141,0.0909,0.027429,1.710204
0.297,0.0036250000000000006,0.1816326530612245,0.301707,0.0911,0.027515,1.787001
0.297,0.0036250000000000006,0.18755102040816327,0.302012,0.0913,0.027604,1.856454
0.297,0.0036250000000000006,0.19346938775510206,0.302327,0.0915,0.027696,1.918941
0.297,0.0036250000000000006,0.19938775510204082,0.30265,0.0917,0.027791,1.974901
0.297,0.0036250000000000006,0.20530612244897958,0.302981,0.0919,0.027889,2.024803
0.297,0.0036250000000000006,0.21122448979591837,0.303321,0.0921,0.02799,2.069116
0.297,0.0036250000000000006,0.21714285714285714,0.30367,0.0923,0.028094,2.108285
0.297,0.0036250000000000006,0.22306122448979593,0.304027,0.0925,0.028202,2.142721
0.297,0.0036250000000000006,0.2289795918367347,0.304393,0.0928,0.028313,2.172786
0.297,0.0036250000000000006,0.23489795918367348,0.304766,0.093,0.028427,2.198794
0.297,0.0036250000000000006,0.24081632653061225,0.305148,0.0933,0.028544,2.221004
0.297,0.0036250000000000006,0.24673469387755104,0.305538,0.0935,0.028665,2.239631
0.297,0.0036250000000000006,0.25265306122448977,0.305936,0.0938,0.028789,2.254845
0.297,0.0036250000000000006,0.25857142857142856,0.306342,0.094,0.028916,2.266785
0.297,0.0036250000000000006,0.26448979591836735,0.306756,0.0943,0.029047,2.275564
0.297,0.0036250000000000006,0.27040816326530615,0.307177,0.0946,0.029181,2.281282
0.297,0.0036250000000000006,0.2763265306122449,0.307606,0.0948,0.029318,2.284033
0.297,0.0036250000000000006,0.28224489795918367,0.308042,0.0951,0.029458,2.283912
0.297,0.0036250000000000006,0.28816326530612246,0.308485,0.0954,0.029602,2.281022
0.297,0.0036250000000000006,0.2940816326530612,0.308934,0.0957,0.029748,2.275479
0.297,0.0036250000000000006,0.3,0.30939,0.096,0.029898,2.26741
0.298,0.0036250000000000006,0.01,0.297966,0.0888,0.026466,-4e-06
0.298,0.0036250000000000006,0.015918367346938776,0.297993,0.0888,0.026473,-1e-06
0.298,0.0036250000000000006,0.02183673469387755,0.298027,0.0888,0.026482,1.8e-05
0.298,0.0036250000000000006,0.027755102040816326,0.298071,0.0889,0.026494,0.000132
0.298,0.0036250000000000006,0.0336734693877551,0.298125,0.0889,0.026509,0.000525
0.298,0.0036250000000000006,0.03959183673469388,0.29819,0.0889,0.026526,0.001556
0.298,0.0036250000000000006,0.04551020408163265,0.298264,0.089,0.026546,0.003824
0.298,0.0036250000000000006,0.05142857142857143,0.29835,0.089,0.026569,0.00823
0.298,0.0036250000000000006,0.057346938775510205,0.298445,0.0891,0.026594,0.016016
0.298,0.0036250000000000006,0.06326530612244897,0.298551,0.0891,0.026623,0.028757
0.298,0.0036250000000000006,0.06918367346938775,0.298666,0.0892,0.026654,0.048298
0.298,0.0036250000000000006,0.07510204081632653,0.298792,0.0893,0.026688,0.076616
0.298,0.0036250000000000006,0.08102040816326529,0.298928,0.0894,0.026725,0.115614
0.298,0.0036250000000000006,0.08693877551020407,0.299074,0.0895,0.026765,0.166876
0.298,0.0036250000000000006,0.09285714285714285,0.29923,0.0896,0.026807,0.231417
0.298,0.0036250000000000006,0.09877551020408162,0.299396,0.0897,0.026853,0.309484
0.298,0.0036250000000000006,0.1046938775510204,0.299572,0.0898,0.026901,0.400461
0.298,0.0036250000000000006,0.11061224489795918,0.299758,0.0899,0.026952,0.502891
0.298,0.0036250000000000006,0.11653061224489795,0.299953,0.09,0.027006,0.614624
0.298,0.0036250000000000006,0.12244897959183673,0.300158,0.0901,0.027063,0.733041
0.298,0.0036250000000000006,0.12836734693877552,0.300373,0.0902,0.027123,0.85532
0.298,0.0036250000000000006,0.13428571428571429,0.300597,0.0904,0.027185,0.978694
0.298,0.0036250000000000006,0.14020408163265308,0.30083,0.0905,0.027251,1.100647
0.298,0.0036250000000000006,0.14612244897959184,0.301073,0.0907,0.02732,1.219054
0.298,0.0036250000000000006,0.1520408163265306,0.301325,0.0908,0.027391,1.332243
0.298,0.0036250000000000006,0.1579591836734694,0.301587,0.091,0.027466,1.439006
0.298,0.0036250000000000006,0.16387755102040816,0.301857,0.0912,0.027543,1.53856
0.298,0.0036250000000000006,0.16979591836734695,0.302137,0.0913,0.027624,1.630492
0.298,0.0036250000000000006,0.1757142857142857,0.302425,0.0915,0.027707,1.714685
0.298,0.0036250000000000006,0.1816326530612245,0.302723,0.0917,0.027794,1.79125
0.298,0.0036250000000000006,0.18755102040816327,0.30303,0.0919,0.027884,1.860463
0.298,0.0036250000000000006,0.19346938775510206,0.303345,0.0921,0.027976,1.922705
0.298,0.0036250000000000006,0.19938775510204082,0.303669,0.0923,0.028072,1.97842
0.298,0.0036250000000000006,0.20530612244897958,0.304002,0.0925,0.028171,2.02808
0.298,0.0036250000000000006,0.21122448979591837,0.304343,0.0927,0.028274,2.072151
0.298,0.0036250000000000006,0.21714285714285714,0.304693,0.0929,0.028379,2.111077
0.298,0.0036250000000000006,0.22306122448979593,0.305051,0.0932,0.028488,2.145263
0.298,0.0036250000000000006,0.2289795918367347,0.305418,0.0934,0.0286,2.175068
0.298,0.0036250000000000006,0.23489795918367348,0.305793,0.0936,0.028715,2.200797
0.298,0.0036250000000000006,0.24081632653061225,0.306176,0.0939,0.028833,2.222704
0.298,0.0036250000000000006,0.24673469387755104,0.306567,0.0941,0.028955,2.240998
0.298,0.0036250000000000006,0.25265306122448977,0.306967,0.0944,0.029081,2.255843
0.298,0.0036250000000000006,0.25857142857142856,0.307374,0.0947,0.029209,2.267377
0.298,0.0036250000000000006,0.26448979591836735,0.307789,0.0949,0.029341,2.27571
0.298,0.0036250000000000006,0.27040816326530615,0.308211,0.0952,0.029476,2.280945
0.298,0.0036250000000000006,0.2763265306122449,0.308641,0.0955,0.029615,2.283177
0.298,0.0036250000000000006,0.28224489795918367,0.309078,0.0958,0.029756,2.282507
0.298,0.0036250000000000006,0.28816326530612246,0.309522,0.0961,0.029901,2.279045
0.298,0.0036250000000000006,0.2940816326530612,0.309973,0.0964,0.030049,2.272914
0.298,0.0036250000000000006,0.3,0.31043,0.0967,0.0302,2.264248
0.299,0.0036250000000000006,0.01,0.298967,0.0894,0.026734,-3e-06
0.299,0.0036250000000000006,0.015918367346938776,0.298993,0.0894,0.026741,-1e-06
0.299,0.0036250000000000006,0.02183673469387755,0.299027,0.0894,0.02675,1.9e-05
0.299,0.0036250000000000006,0.027755102040816326,0.299071,0.0895,0.026762,0.000134
0.299,0.0036250000000000006,0.0336734693877551,0.299126,0.0895,0.026776,0.000532
0.299,0.0036250000000000006,0.03959183673469388,0.299191,0.0895,0.026794,0.001575
0.299,0.0036250000000000006,0.04551020408163265,0.299266,0.0896,0.026814,0.003868
0.299,0.0036250000000000006,0.05142857142857143,0.299351,0.0896,0.026837,0.008321
0.299,0.0036250000000000006,0.057346938775510205,0.299447,0.0897,0.026863,0.016188
0.299,0.0036250000000000006,0.06326530612244897,0.299553,0.0897,0.026892,0.029055
0.299,0.0036250000000000006,0.06918367346938775,0.299669,0.0898,0.026923,0.048782
0.299,0.0036250000000000006,0.07510204081632653,0.299795,0.0899,0.026958,0.077356
0.299,0.0036250000000000006,0.08102040816326529,0.299932,0.09,0.026995,0.116687
0.299,0.0036250000000000006,0.08693877551020407,0.300078,0.0901,0.027035,0.168357
0.299,0.0036250000000000006,0.09285714285714285,0.300235,0.0902,0.027078,0.233369
0.299,0.0036250000000000006,0.09877551020408162,0.300401,0.0903,0.027124,0.311952
0.299,0.0036250000000000006,0.1046938775510204,0.300578,0.0904,0.027173,0.40346
0.299,0.0036250000000000006,0.11061224489795918,0.300764,0.0905,0.027224,0.506409
0.299,0.0036250000000000006,0.11653061224489795,0.30096,0.0906,0.027279,0.618617
0.299,0.0036250000000000006,0.12244897959183673,0.301166,0.0907,0.027336,0.73744
0.299,0.0036250000000000006,0.12836734693877552,0.301381,0.0909,0.027397,0.860043
0.299,0.0036250000000000006,0.13428571428571429,0.301606,0.091,0.02746,0.983646
0.299,0.0036250000000000006,0.14020408163265308,0.30184,0.0911,0.027526,1.105734
0.299,0.0036250000000000006,0.14612244897959184,0.302084,0.0913,0.027596,1.224187
0.299,0.0036250000000000006,0.1520408163265306,0.302337,0.0914,0.027668,1.337345
0.299,0.0036250000000000006,0.1579591836734694,0.302599,0.0916,0.027743,1.444011
0.299,0.0036250000000000006,0.16387755102040816,0.30287,0.0918,0.027821,1.543417
0.299,0.0036250000000000006,0.16979591836734695,0.303151,0.0919,0.027903,1.635161
0.299,0.0036250000000000006,0.1757142857142857,0.303441,0.0921,0.027987,1.719139
0.299,0.0036250000000000006,0.1816326530612245,0.303739,0.0923,0.028075,1.795473
0.299,0.0036250000000000006,0.18755102040816327,0.304047,0.0925,0.028165,1.864445
0.299,0.0036250000000000006,0.19346938775510206,0.304363,0.0927,0.028259,1.926442
0.299,0.0036250000000000006,0.19938775510204082,0.304688,0.0929,0.028356,1.981913
0.299,0.0036250000000000006,0.20530612244897958,0.305022,0.0931,0.028456,2.031329
0.299,0.0036250000000000006,0.21122448979591837,0.305365,0.0933,0.028559,2.075156
0.299,0.0036250000000000006,0.21714285714285714,0.305716,0.0936,0.028666,2.113836
0.299,0.0036250000000000006,0.22306122448979593,0.306075,0.0938,0.028775,2.147769
0.299,0.0036250000000000006,0.2289795918367347,0.306443,0.094,0.028889,2.177307
0.299,0.0036250000000000006,0.23489795918367348,0.306819,0.0943,0.029005,2.20275
0.299,0.0036250000000000006,0.24081632653061225,0.307204,0.0945,0.029125,2.224345
0.299,0.0036250000000000006,0.24673469387755104,0.307596,0.0948,0.029248,2.242293
0.299,0.0036250000000000006,0.25265306122448977,0.307997,0.095,0.029374,2.256758
0.299,0.0036250000000000006,0.25857142857142856,0.308405,0.0953,0.029504,2.267871
0.299,0.0036250000000000006,0.26448979591836735,0.308822,0.0956,0.029637,2.275744
0.299,0.0036250000000000006,0.27040816326530615,0.309245,0.0958,0.029774,2.28048
0.299,0.0036250000000000006,0.2763265306122449,0.309677,0.0961,0.029913,2.282179
0.299,0.0036250000000000006,0.28224489795918367,0.310115,0.0964,0.030056,2.280948
0.299,0.0036250000000000006,0.28816326530612246,0.31056,0.0967,0.030203,2.276903
0.299,0.0036250000000000006,0.2940816326530612,0.311012,0.097,0.030352,2.270174
0.299,0.0036250000000000006,0.3,0.31147,0.0973,0.030504,2.260906
0.3,0.0036250000000000006,0.01,0.299967,0.09,0.027003,-3e-06
0.3,0.0036250000000000006,0.015918367346938776,0.299993,0.09,0.02701,-1e-06
0.3,0.0036250000000000006,0.02183673469387755,0.300028,0.09,0.027019,1.9e-05
0.3,0.0036250000000000006,0.027755102040816326,0.300072,0.0901,0.027031,0.000136
0.3,0.0036250000000000006,0.0336734693877551,0.300126,0.0901,0.027046,0.000539
0.3,0.0036250000000000006,0.03959183673469388,0.300191,0.0901,0.027064,0.001594
0.3,0.0036250000000000006,0.04551020408163265,0.300267,0.0902,0.027084,0.003912
0.3,0.0036250000000000006,0.05142857142857143,0.300353,0.0902,0.027107,0.008413
0.3,0.0036250000000000006,0.057346938775510205,0.300449,0.0903,0.027134,0.01636
0.3,0.0036250000000000006,0.06326530612244897,0.300555,0.0903,0.027163,0.029354
0.3,0.0036250000000000006,0.06918367346938775,0.300672,0.0904,0.027194,0.049268
0.3,0.0036250000000000006,0.07510204081632653,0.300798,0.0905,0.027229,0.0781
0.3,0.0036250000000000006,0.08102040816326529,0.300935,0.0906,0.027267,0.117765
0.3,0.0036250000000000006,0.08693877551020407,0.301082,0.0907,0.027307,0.169844
0.3,0.0036250000000000006,0.09285714285714285,0.301239,0.0908,0.027351,0.235329
0.3,0.0036250000000000006,0.09877551020408162,0.301406,0.0909,0.027397,0.314426
0.3,0.0036250000000000006,0.1046938775510204,0.301583,0.091,0.027446,0.406466
0.3,0.0036250000000000006,0.11061224489795918,0.30177,0.0911,0.027498,0.509931
0.3,0.0036250000000000006,0.11653061224489795,0.301967,0.0912,0.027554,0.622611
0.3,0.0036250000000000006,0.12244897959183673,0.302173,0.0913,0.027612,0.741839
0.3,0.0036250000000000006,0.12836734693877552,0.302389,0.0915,0.027673,0.86476
0.3,0.0036250000000000006,0.13428571428571429,0.302615,0.0916,0.027737,0.988588
0.3,0.0036250000000000006,0.14020408163265308,0.30285,0.0917,0.027803,1.110808
0.3,0.0036250000000000006,0.14612244897959184,0.303094,0.0919,0.027873,1.229305
0.3,0.0036250000000000006,0.1520408163265306,0.303348,0.0921,0.027946,1.342428
0.3,0.0036250000000000006,0.1579591836734694,0.303611,0.0922,0.028022,1.448995
0.3,0.0036250000000000006,0.16387755102040816,0.303884,0.0924,0.028101,1.54825
0.3,0.0036250000000000006,0.16979591836734695,0.304165,0.0926,0.028184,1.639805
0.3,0.0036250000000000006,0.1757142857142857,0.304456,0.0927,0.028269,1.723568
0.3,0.0036250000000000006,0.1816326530612245,0.304755,0.0929,0.028357,1.79967
0.3,0.0036250000000000006,0.18755102040816327,0.305064,0.0931,0.028449,1.8684
0.3,0.0036250000000000006,0.19346938775510206,0.305381,0.0933,0.028543,1.930153
0.3,0.0036250000000000006,0.19938775510204082,0.305708,0.0935,0.028641,1.985378
0.3,0.0036250000000000006,0.20530612244897958,0.306042,0.0937,0.028742,2.03455
0.3,0.0036250000000000006,0.21122448979591837,0.306386,0.094,0.028847,2.078133
0.3,0.0036250000000000006,0.21714285714285714,0.306738,0.0942,0.028954,2.116564
0.3,0.0036250000000000006,0.22306122448979593,0.307099,0.0944,0.029065,2.150239
0.3,0.0036250000000000006,0.2289795918367347,0.307468,0.0947,0.029179,2.179504
0.3,0.0036250000000000006,0.23489795918367348,0.307845,0.0949,0.029297,2.204651
0.3,0.0036250000000000006,0.24081632653061225,0.308231,0.0951,0.029418,2.225923
0.3,0.0036250000000000006,0.24673469387755104,0.308625,0.0954,0.029542,2.243515
0.3,0.0036250000000000006,0.25265306122448977,0.309027,0.0957,0.02967,2.257584
0.3,0.0036250000000000006,0.25857142857142856,0.309437,0.0959,0.029801,2.268262
0.3,0.0036250000000000006,0.26448979591836735,0.309854,0.0962,0.029935,2.27566
0.3,0.0036250000000000006,0.27040816326530615,0.310279,0.0965,0.030073,2.279883
0.3,0.0036250000000000006,0.2763265306122449,0.310712,0.0968,0.030214,2.281036
0.3,0.0036250000000000006,0.28224489795918367,0.311151,0.0971,0.030359,2.279231
0.3,0.0036250000000000006,0.28816326530612246,0.311598,0.0974,0.030506,2.274592
0.3,0.0036250000000000006,0.2940816326530612,0.31205,0.0977,0.030657,2.267258
0.3,0.0036250000000000006,0.3,0.312509,0.098,0.030811,2.25738
0.301,0.0036250000000000006,0.01,0.300967,0.0906,0.027274,-3e-06
0.301,0.0036250000000000006,0.015918367346938776,0.300994,0.0906,0.027281,-1e-06
0.301,0.0036250000000000006,0.02183673469387755,0.301028,0.0906,0.02729,1.9e-05
0.301,0.0036250000000000006,0.027755102040816326,0.301072,0.0907,0.027302,0.000138
0.301,0.0036250000000000006,0.0336734693877551,0.301127,0.0907,0.027317,0.000546
0.301,0.0036250000000000006,0.03959183673469388,0.301192,0.0907,0.027335,0.001613
0.301,0.0036250000000000006,0.04551020408163265,0.301268,0.0908,0.027356,0.003957
0.301,0.0036250000000000006,0.05142857142857143,0.301354,0.0908,0.027379,0.008505
0.301,0.0036250000000000006,0.057346938775510205,0.30145,0.0909,0.027406,0.016533
0.301,0.0036250000000000006,0.06326530612244897,0.301557,0.091,0.027435,0.029656
0.301,0.0036250000000000006,0.06918367346938775,0.301674,0.091,0.027467,0.049757
0.301,0.0036250000000000006,0.07510204081632653,0.301801,0.0911,0.027502,0.078848
0.301,0.0036250000000000006,0.08102040816326529,0.301939,0.0912,0.02754,0.118849
0.301,0.0036250000000000006,0.08693877551020407,0.302086,0.0913,0.027581,0.171338
0.301,0.0036250000000000006,0.09285714285714285,0.302244,0.0914,0.027625,0.237295
0.301,0.0036250000000000006,0.09877551020408162,0.302411,0.0915,0.027672,0.316907
0.301,0.0036250000000000006,0.1046938775510204,0.302589,0.0916,0.027722,0.409477
0.301,0.0036250000000000006,0.11061224489795918,0.302776,0.0917,0.027774,0.513457
0.301,0.0036250000000000006,0.11653061224489795,0.302974,0.0918,0.02783,0.626607
0.301,0.0036250000000000006,0.12244897959183673,0.303181,0.0919,0.027889,0.746236
0.301,0.0036250000000000006,0.12836734693877552,0.303397,0.0921,0.02795,0.869472
0.301,0.0036250000000000006,0.13428571428571429,0.303624,0.0922,0.028015,0.993522
0.301,0.0036250000000000006,0.14020408163265308,0.303859,0.0924,0.028082,1.115869
0.301,0.0036250000000000006,0.14612244897959184,0.304105,0.0925,0.028153,1.234405
0.301,0.0036250000000000006,0.1520408163265306,0.30436,0.0927,0.028227,1.347491
0.301,0.0036250000000000006,0.1579591836734694,0.304624,0.0928,0.028304,1.453956
0.301,0.0036250000000000006,0.16387755102040816,0.304897,0.093,0.028383,1.553059
0.301,0.0036250000000000006,0.16979591836734695,0.305179,0.0932,0.028466,1.644424
0.301,0.0036250000000000006,0.1757142857142857,0.305471,0.0934,0.028553,1.727971
0.301,0.0036250000000000006,0.1816326530612245,0.305772,0.0936,0.028642,1.80384
0.301,0.0036250000000000006,0.18755102040816327,0.306081,0.0937,0.028734,1.872329
0.301,0.0036250000000000006,0.19346938775510206,0.3064,0.0939,0.02883,1.933837
0.301,0.0036250000000000006,0.19938775510204082,0.306727,0.0942,0.028929,1.988817
0.301,0.0036250000000000006,0.20530612244897958,0.307063,0.0944,0.029031,2.037743
0.301,0.0036250000000000006,0.21122448979591837,0.307408,0.0946,0.029136,2.081079
0.301,0.0036250000000000006,0.21714285714285714,0.307761,0.0948,0.029245,2.119257
0.301,0.0036250000000000006,0.22306122448979593,0.308123,0.095,0.029357,2.15267
0.301,0.0036250000000000006,0.2289795918367347,0.308493,0.0953,0.029472,2.181654
0.301,0.0036250000000000006,0.23489795918367348,0.308872,0.0955,0.029591,2.206498
0.301,0.0036250000000000006,0.24081632653061225,0.309259,0.0958,0.029713,2.227436
0.301,0.0036250000000000006,0.24673469387755104,0.309654,0.096,0.029839,2.244657
0.301,0.0036250000000000006,0.25265306122448977,0.310057,0.0963,0.029967,2.258317
0.301,0.0036250000000000006,0.25857142857142856,0.310468,0.0966,0.0301,2.268544
0.301,0.0036250000000000006,0.26448979591836735,0.310887,0.0968,0.030236,2.275452
0.301,0.0036250000000000006,0.27040816326530615,0.311313,0.0971,0.030375,2.279146
0.301,0.0036250000000000006,0.2763265306122449,0.311747,0.0974,0.030517,2.279739
0.301,0.0036250000000000006,0.28224489795918367,0.312188,0.0977,0.030663,2.277348
0.301,0.0036250000000000006,0.28816326530612246,0.312635,0.098,0.030812,2.272104
0.301,0.0036250000000000006,0.2940816326530612,0.313089,0.0983,0.030964,2.264156
0.301,0.0036250000000000006,0.3,0.313549,0.0986,0.031119,2.253664
0.302,0.0036250000000000006,0.01,0.301967,0.0912,0.027547,-3e-06
